Season,Episode,Seasonnum,Episodenum,Airdate,Airyear,Host,HostClean,MusicalGuest,Description,Gender,GenderNum,Profession
S5,Ep14,5,14,03/15/1980,1980,"Paul Simon, James Taylor & David Sanborn","Paul Simon, James Taylor & David Sanborn",None,"There is no host for the episode, but the musical guests are Paul Simon (his fourth appearance, second as musical guest), James Taylor (his third appearance) and David Sanborn. The skits for this episode are as follows: For the hundredth episode, Garrett Morris holds a séance backstage to contact the spirits of the departed, and instead finds John Belushi, who is annoyed at being called in to do such a bit part. Bill Murray sings about how much he loves living in New York. The Horizon Television advertises itself as the biggest TV ever, though the screen is still just...",M,0,Musician
S5,Ep15,5,15,04/05/1980,1980,"Richard Benjamin, Paula Prentiss","Richard Benjamin, Paula Prentiss",The Grateful Dead,"The hosts for the episode are Richard Benjamin (his second appearance) and Paula Prentiss, and the musical guest is The Grateful Dead (their second appearance). The skits for this episode are as follows: News Anchor Frank Reynolds reports that President Carter is now a hostage in the White House. Paula Prentiss begins her opening monologue, only to be confronted by Richard Benjamin, who is upset that his monologue was cut. A husband has an affair with another woman in a hotel room, but becomes overwhelmed with fear and guilt at the thought of his wife finding out. ...",B,2,Actor
S5,Ep16,5,16,04/12/1980,1980,Burt Reynolds,Burt Reynolds,Anne Murray,"The host for the episode is Burt Reynolds, and the musical guest is Anne Murray (her second appearance). The skits for this episode are as follows: Despite setbacks before the show, Burt Reynolds remains in good spirits. Parents let Burt know that they're happy to have him sleep with their daughters. A swinger in ancient Rome picks up women purging themselves at a vomitorium. During the Weekend Update, Father Guido Sarducci reports on the dwindling number of giant pandas. Baba Wawa does an interview with Marlon Brando, but the actor is only interested in stuffing his ...",M,0,Actor
S5,Ep17,5,17,04/19/1980,1980,Strother Martin,Strother Martin,The Specials,"The host for the episode is Strother Martin, and the musical guest is The Specials. The skits for this episode are as follows: Rosalyn Carter talks about sections of the 1980 census intended for illegal aliens, including questions about how they got into the US, where they would hide if the INS came to their homes, and how much they would be willing to do housework for. During his opening monologue, Strother Martin reveals that he was asked to host the show because Lorne Michaels mistook him for Tennessee Williams, and so far he's been keeping up the act. At Camp Beau...",M,0,Actor
S5,Ep18,5,18,05/10/1980,1980,Bob Newhart,Bob Newhart,The Amazing Rhthym Aces & Bruce Cockburn,"The host for the episode is Bob Newhart, and the musical guests are The Amazing Rhthym Aces and Bruce Cockburn. The skits for this episode are as follows: A civil war officer talking to his men before they go off to battle makes a number of promises that are unlikely to be kept. Mr. Bill gets sent to jail, where he gets beaten and torn apart by the other inmates and Mr. Hands. Additional skits include The Dating Zone with Iris de Flaminio, Rare Store Items, and The Proposal. The Amazing Rhythm Aces perform ""Who Will the Next Fool Be"" and ""Third-Rate Romance"" and Bruce...",M,0,Actor
S5,Ep19,5,19,05/17/1980,1980,Steve Martin,Steve Martin,Paul & Linda McCartney & 3-D,"The host for the episode is Steve Martin (his eighth appearance), and the musical guests are 3-D and Paul & Linda McCartney. The skits for this episode are as follows: Father Guido Sarducci tries to get an interview with Paul McCartney in London following Paul's arrest in Japan, but he gets confused over the time difference and schedules the interview for the wrong time. For his opening monologue, Steve Martin talks about what he believes in. A group of prehistoric hominids discusses the day's hunt, but the leader gets angry when a strange one starts coming up with ...",M,0,Comedian
S5,Ep20,5,20,05/24/1980,1980,Buck Henry,Buck Henry,Andrew Gold & Andrae Crouch & Voices of Unity,"The host for the episode is Buck Henry (his tenth appearance), and the musical guests are Andrew Gold and Andrae Crouch & The Voices of Unity. The skits for this episode are as follows: During his opening monologue, Buck Henry announces that the Saturday Night Live cast will be leaving after this episode, and then introduces a team of second-rate hacks and imitators that will supposedly by taking over in the next season. A party of British nobles includes the Sandwiches, the Worcestershires, the Wilkinsons and Lord and Lady Douchebag. Uncle Roy returns to get his ...",M,0,Actor
S6,Ep1,6,1,11/15/1980,1980,Elliott Gould,Elliott Gould,Kid Creole & the Coconuts,"The host for the episode is Elliott Gould (his sixth appearance), and the musical guest is Kid Creole & The Coconuts. The skits for this episode are as follows: Elliott Gould wakes up in bed with the rest of the cast, and tells them what it was like working with the old SNL team. For his opening monologue, Eliott starts showing some of his old underwear to the audience, and ends up trading lingerie with Denny Dillon. To help educate Americans in their cars, a new program puts works of classic literature on billboards along the highways. After President Carter loses ...",M,0,Actor
S6,Ep2,6,2,11/22/1980,1980,Malcolm McDowell,Malcolm McDowell,Captain Beefheart & The Magic Band,"The host for the episode is Malcolm McDowell, and the musical guest is Captain Beefheart & The Magic Band. The skits for this episode are as follows: mother nags at her son to sit up straight as he's strapped into the electric chair. A nature program searches through urban America for the elusive black republican. A spokesman for American tobacco growers explains that lung cancer is actually caused by the lungs themselves, and not by smoking. Two British nobles develop the sport of serf-riding. The Reagans decide to adopt Amy Carter as their own White House daughter. ...",M,0,Actor
S6,Ep3,6,3,12/06/1980,1980,Ellen Burstyn,Ellen Burstyn,Aretha Franklin & Keith Sykes,"The host for the episode is Ellen Burstyn, and the musical guests are Aretha Franklin and Keith Sykes. The skits for this episode are as follows: David Rockefeller comes on to announce that the United States will be going co-op. Ellen Burstyn takes a look back at the film roles she's done and announces she's going to start doing lighter roles. A spokesman for the Ed McMahon school of laughing offers to teach people how to laugh like Ed. Ellen gets interviewed by Pinkie and Leo Waxman. For the Rocket Report, Charles Rocket looks for sex on a New York ferry. Jersey Man ...",F,1,Actor
S6,Ep4,6,4,12/13/1980,1980,Jamie Lee Curtis,Jamie Lee Curtis,James Brown & Ellen Shipley,"The host for the episode is Jamie Lee Curtis, and the musical guests are James Brown and Ellen Shipley. The skits for this episode are as follows: The Mean Majority explain how things are going to change now that their man has won the presidency. For her opening monologue, Jamie Lee Curtis obliges the audience by screaming in terror. Over the course of the show, Brooke Shields gives three vacuous endorsements for Clovin Hind jeans. Jersey Guy Paulie Herman encounters a three-card monte dealer on the street. Two poetesses make their work famous by the only means ...",F,1,Actor
S6,Ep5,6,5,12/20/1980,1980,David Carradine,David Carradine,Linda Ronstadt & Cast of 'The Pirates of Penzance',"The host for the episode is David Carradine, and the musical guests are the cast from The Pirates of Penzance. The skits for this episode are as follows: Joe Piscopo tries out his voice to become the next SNL announcer, but Don Pardo quickly quashes his hopes. David Carradine wants to sing ""I Wanna Be a Dancin' Man"" for his opening monologue, but Charles Rocket steps in and stops him at the last moment. A gun shop invites customers to come by for their last-minute Christmas shopping. Caine, the traveling kung-fu master, gets some fashion advice from the owner of a ...",M,0,Actor
S6,Ep6,6,6,01/10/1981,1981,Ray Sharkey,Jack Bruce & Friends,Jack Bruce & Friends,"The host for the episode is Ray Sharkey, and the musical guest is Jack Bruce & Friends. The skits for this episode are as follows: Jimmy the Weasel tells the truth and gets a bullet for his troubles. A special translator is called in when a WASP tries to express emotion. Valley girls Vickie and Debbie head down to a new wave club where they meet punk rocker Tommy Torture. A despondent Jimmy Carter drowns his sorrows at a bar as Reagan's inauguration looms closer. Dr. Gazzara, representing Citizens for a Better America, invites Ronald Reagan to give him a 'hum job'. ...",M,0,Other
S6,Ep7,6,7,01/17/1981,1981,Karen Black,Karen Black,Cheap Trick & Stanley Clarke Trio,"The host for the episode is Karen Black (her second appearance), and the musical guests are Cheap Trick and The Stanley Clarke Trio. The skits for this episode are as follows: During the Carters' last days in the White House, Rosalyn instructs Jimmy and Amy to take away everything they can carry. A music company pitches an album of classical works that inspired the hit songs of today. A foundation to help the tragically hip solicits donations. Game show host Phil Lively meets his new neighbors. President-elect Reagan decides to name Nancy as his Vice President after ...",F,1,Actor
S6,Ep8,6,8,01/24/1981,1981,Robert Hays,Robert Hays,14 Karat Soul & Joe 'King' Carrasco & The Crowns,"The host for the episode is Robert Hayes, and the musical guests are Joe 'King' Carrasco & The Crown and 14 Karat Soul. The skits for this episode are as follows: Ted Koppel announces that now that the hostages are safely back from Iran, NBC News will continue to harass their families as they count the former hostages' days out of captivity. For his opening monologue, Robert Hays notes that NBC will be using a new instant Neilsen Rating system to let everyone know how popular the show is, then is forced to start ad-libbing provocative topics to get the ratings back up...",M,0,Actor
S6,Ep9,6,9,02/07/1981,1981,Sally Kellerman,Sally Kellerman,Jimmy Cliff,"The host for the episode is Sally Kellerman, and the musical guest is Jimmy Cliff (his second appearance). The skits for this episode are as follows: For the Rocket Report, Charles Rocket goes to one of the parades being held to welcome home the Iran hostages. An Italian stand-up comedian performs in front of his family while a talent scout looks on. Contestants on a quiz show attempt to identify taboo subjects. A group of upper-class women one-up one another with social faux-pas stories. A new book of Iranian jokes let readers entertain their families and friends. ...",F,1,Actor
S6,Ep10,6,10,02/14/1981,1981,Deborah Harry,Deborah Harry,Funky 4 + 1 More,"The host for the episode is Deborah Harry, and the musical guest is Funky 4+1 and More. The skits for this episode are as follows: Ronald Reagan invites Frank Sinatra to clear up the question of whether or not he's a hoodlum. For her opening monologue Deborah Harry introduces her parents in the audience, both of whom have the same hairstyle as her. A preview for a horror movie features leftovers that have been in the refrigerator too long. Game show host Phil Lively talks with a nurse from a retirement home about having his aging father live with with them. A man ...",F,1,Actor
S6,Ep11,6,11,02/21/1981,1981,Charlene Tilton,Charlene Tilton,Todd Rundgren & Prince,"The host for the episode is Charlene Tilton, and the musical guests are Todd Rundgren and Prince. The skits for this episode are as follows: Joe Piscopo covers a boxing match between Rocko Weineretto and Weindulah, both of whom are hand puppets. Joe gets dumped by Ann Risley, then becomes enraged when he finds out that she's been seeing Charles Rocket in secret. A record company spokesman pitches a new album of unlikely make-out music. Mr. Robinson introduces the folks in his neighborhood and receives a package from Mr. Speedy. For the Rocket Report, Charles takes ...",F,1,Actor
S6,Ep12,6,12,03/07/1981,1981,Bill Murray,Bill Murray,Delbert McClinton,"The host for the episode is Bill Murray, and the musical guest is Delbert McClinton (his second appearance). The skits for this episode are as follows: Before the show, the entire cast goes to Bill Murray's dressing room to share their anxieties. He gives them a pep talk about how ratings aren't all that important. During his opening monologue, Bill grabs a woman from the audience and has to be restrained by Eddie Murphy. Jersey Guy Paulie Herman praises the chemical industry. Walter Cronkite tries sensory deprivation and goes on a psychedelic trip. A scientist shows ...",M,0,Comedian
S6,Ep13,6,13,04/11/1981,1981,None,None,Jr. Walker & the All-Stars,"The musical guest is Jr. Walker & The All-Stars. There is no host. The skits for this episode are as follows: Chevy Chase finds Mr. Bill while rummaging through some supply closets. The two reminisce about old times until Chevy accidentally crushes Bill. Frank Sinatra puts on a show to encourage people to buy American cars by bashing everything Japanese. Bill Cosby sells light beer to kids. A husband accuses his chimpanzee wife of having an affair. During the Weekend Update, Raheem Abdul Muhammed gives a movie review but confuses 'Altered States' with 'Stir Crazy', ...",N,9,None
S7,Ep1,7,1,10/03/1981,1981,None,None,Rod Stewart,"There is no host for the episode, but the musical guest is Rod Stewart. The skits for this episode are as follows: Little Richard Simmons gets fat people to exercise as he sings updated versions of his rock classics. Andy Rooney starts musing about shoes, and gets sidetracked onto random thoughts about Nazis and his co-workers' names. A literary critic introduces the next generation of great writers, all of whom are just getting out of prison. Muammar Khaddaffi shows off his latest fashions. A man gets over-attached to a woman he has a one-night stand with, to the ...",N,9,None
S7,Ep2,7,2,10/10/1981,1981,Susan Saint James,Susan Saint James,The Kinks,"The host for the episode is Susan Saint James, and the musical guest is The Kinks (their second appearance). The skits for this episode are as follows: The Exxico company promises customers yesterday's technology at tomorrow's prices. During her opening monologue, Susan Saint James asks the audience to vote on whether the parody of her TV series, McMillan & Wife, should be done with McArthur, McBeth or McDonald. Ronald and Sally McDonald solve a murder while making love in their bedroom. Buckwheat, from the Little Rascals series, pitches an album of his unintelligible...",F,1,Actor
S7,Ep3,7,3,10/17/1981,1981,George Kennedy,George Kennedy,Miles Davis,"The host for the episode is George Kennedy, and the musical guest is Miles Davis. The skits for this episode are as follows: While taping a game show, all the cameras go out and the technicians all have heart attacks, so George Kennedy has to take charge and talk the show through to safety. Mr. Robinson presents some more characters from his neighborhood, including the landlord he's always trying to avoid. Andy Rooney shares more of his disorganized thoughts. Velvet Jones invites students to enroll in his school of technology. Harry Anderson does a stand-up act. Mr. ...",M,0,Actor
S7,Ep4,7,4,10/31/1981,1981,Donald Pleasance,Donald Pleasance,Fear,"The host for the episode is Donald Pleasance, and the musical guest is Fear. The skits for this episode are as follows: A Jogger Motel traps annoying joggers with a glue they can't jog out of. Jerry Lewis shows people his two completely different personas. Donald Pleasance shares his pumpkin carving tips. Tips are provided on how to survive in Harlem. A repeat skit presents rising literary stars who are all ex-cons. Other skits include vomiting for luck, profiles in British courage, 'Last Night I Killed My Husband', tales from the hip, Annie intermission, sugar ...",M,0,Actor
S7,Ep5,7,5,11/07/1981,1981,Lauren Hutton,Lauren Hutton,Rick James & The Stone City Band,"The host for the episode is Lauren Hutton, and the musical guest is Rick James. The skits for this episode are as follows: The Exxico corporation has a message for consumers everywhere: stay out of our way or we'll kill you. TransEastern Airlines welcomes passengers aboard with a message from each of the employees who do their part to flying as miserable an experience as possible. Another skit that was rejected for being too cheap is presented. Velvet Jones pitches more of the benefits of enrolling in his school of technology. William Burroughs reads poetry. A button ...",F,1,Actor
S7,Ep6,7,6,11/14/1981,1981,Bernadette Peters,Bernadette Peters,Billy Joel & The Go-Go's,"The host for the episode is Bernadette Peters, and the musical guests are The Go-Go's and Billy Joel (his second appearance). The skits for this episode are as follows: The Texxon Corporation reassures customers that for them 'Life is Second Only to Money'. After the success of Escape From New York, more films start featuring people fighting to get out of the city. Tim has further issues in his marriage with Madge the Chimpanzee. Eddie Murphy has a message for SNL viewers. The cast try to carry on with a skit after the lighting fails, but they are interrupted by a ...",F,1,Actor
S7,Ep7,7,7,12/05/1981,1981,Tim Curry,Tim Curry,Meat Loaf & The Neverland Express,"The host for the episode is Tim Curry, and the musical guest is Meat Loaf (his second appearance). The skits for this episode are as follows: The Texxon Corporation warns viewers that the SNL writers will end up like Karen Silkwood if they don't back off. Mick Jagger talks with fellow music superstars Barbara Mandrell, Frank Sinatra, and Buckwheat. The Reagans must deal with Ronald's illegitimate son. Frank gets more advice from his Papa. Tim Curry and Meatloaf team up to open a One-Stop Rocky Horror Shop. Dan Rather muses on what might have happened if Reagan had ...",M,0,Actor
S7,Ep8,7,8,12/12/1981,1981,Bill Murray,Bill Murray,The Spinners & Yale Whiffenpoofs,"The host for the episode is Bill Murray (his second appearance as host), and the musical guests are The Spinners. The skits for this episode are as follows: The phone company admits that its highly touted technological breakthroughs are just hot air used to justify rate increases. During his opening monologue, Bill Murray introduces his best friend, Santa Claus. Tomorrow host Tom Snyder sulks. Father Guido Sarducci talks about the benefits of MX-5 tampons. During the Weekend Update, Brian Doyle-Murray reports on the proper spelling of the name of Libya's leader and an...",M,0,Comedian
S7,Ep9,7,9,01/23/1982,1982,Robert Conrad,Robert Conrad,The Allman Brothers Band,"The host for the episode is Robert Conrad, and the musical guest is The Allman Brothers Band. The skits for this episode are as follows: Judge Wapner oversees a lawsuit against Velvet Jones in The People's Court. Velvet Jones shows up in the Wild Wild Wild West. A skit looks at babies in makeup. Velvet Jones and Jersey Guy Paulie Herman give their thoughts on whether some characters are becoming over-exposed. Vic Salukin appears on Battle of the Week. Andy Rooney gives another rambling monologue on the little things that bother him. The Allman Brothers Band performs ""...",M,0,Actor
S7,Ep10,7,10,01/30/1982,1982,John Madden,John Madden,Jennifer Holliday,"The host for the episode is John Madden, and the musical guest is Jennifer Holliday. The skits for this episode are as follows: John Madden gives a talk from the Cincinnati Bengals locker room now that the football season is over and the Bengals have lost the Superbowl. Would-be hosts and other acting hopefuls are invited to enroll in the Johnny Carson School of Acting. Tom Snyder hosts a new kids program, the Uncle Tom Show, with special guests Captain Kangaroo and Buckwheat. Andy Kaufman comes on dressed as Elvis and performs some of the King's music. Other skits ...",M,0,Sports
S7,Ep11,7,11,02/06/1982,1982,James Coburn,James Coburn,Lindsey Buckingham,"The host for the episode is James Coburn, and the musical guest is Lindsey Buckingham. The skits for this episode are as follows: For President Reagan's birthday, Frank Sinatra performs a medley of songs about him, Nancy, and the rest of his staff. An elderly couple lets a young boy talk on the phone with his mother, then demands she pay $50,000 to them if she ever wants her son back. Tim takes his family to Disney World, only to catch his wife, Madge the chimpanzee, in bed having an affair with a gas station attendant. Mr. Robinson introduces more people in his ...",M,0,Actor
S7,Ep12,7,12,02/20/1982,1982,Bruce Dern,Bruce Dern,Luther Vandross,"The host for the episode is Bruce Dern, and the musical guest is Luther Vandross. The skits for this episode are as follows: Raheem Abdul Muhammed reviews more of the latest films, in which he sees more evidence of bias against blacks in Hollywood. In the Bizarro World, everything is opposite of how it is on Earth, although certain things seem strangely familiar. Songwriters Harry Schleimer and Moe Laub try to come up with the next big hit. Additional skits include advice from Bruce Dern, a ski date with Fluffy, Who Do You Hate?, the Mild One, an unstable pilot, and ...",M,0,Actor
S7,Ep13,7,13,02/27/1982,1982,Elizabeth Ashley,Elizabeth Ashley,Hall & Oates,"The host for the episode is Elizabeth Ashley, and the musical guest is Hall & Oates. The skits for this episode are as follows: Dan Rather starts the show with the evening news report. Pope John Paul II begins his tour of Africa. Joseph Papp comes on the show to conduct an audition. Dr. Jack Badofsky gives a health report for the Weekend Update. Harry Anderson performs a stand-up routine. Additional skits include the big plastic bubble, Speaking As A Woman with Shelley Winters, women's party conversation and Loewenbrau. Hall & Oates perform ""You Make My Dreams"", ""I ...",F,1,Actor
S7,Ep14,7,14,03/20/1982,1982,Robert Urich,Robert Urich,Mink DeVille,"The host for the episode is Robert Urich, and the musical guest is Mink DeVille. The skits for this episode are as follows: Before the show, the cast compares host Robert Urich with Burt Reynolds. Buckwheat performs with his backup singers, Da Dupreems. A repeat skit about a boy away from home calling his mother with a ransom demand. Paul Harvey gives the news and tells anecdotes about the lives of famous people. Raheem Abdul Muhammad reviews more films. A new version of Dr. Strangelove features President Reagan and Edwin Meese. An ad urges people to go out and treat ...",M,0,Actor
S7,Ep15,7,15,03/27/1982,1982,Blythe Danner,Blythe Danner,Rickie Lee Jones,"The host for the episode is Blythe Danner, and the musical guest is Rickie Lee Jones (her second appearance). The skits for this episode are as follows: Lorne Greene pitches Alpo dog food, only to be attacked by his canine co-star. During Blythe Danner's opening monologue, Mary Gross confuses her with another actress and presses her to do a series of impressions of famous women. Americans everywhere rush out into the streets to announce that they're gay. A couple embraces celibacy until they inadvertently discover that neither of them wanted to give up sex in the ...",F,1,Actor
S7,Ep16,7,16,04/10/1982,1982,Daniel J. Travanti,Daniel J. Travanti,John Cougar,"The host for the episode is Daniel J. Travanti, and the musical guest is John Cougar. The skits for this episode are as follows: After Daniel Travanti's opening monologue, Doug and Wendy Whiner celebrate their anniversary. Rod Serling hosts an episode of The Twilight Zone about a world in which everyone does Ethel Merman. A series of skits feature Larry the Lobster, including: voting on Larry, Larry's story, what happens if Larry lives, and the final vote on Larry's fate at the end of the show. Additional skits include cooking with Marcello, Hill Street Blues, the ...",M,0,Actor
S7,Ep17,7,17,04/17/1982,1982,Johnny Cash,Johnny Cash,Elton John,"The host for the episode is Johnny Cash, and the musical guest is Elton John. The skits for this episode are as follows: Andy Rooney stars as Ralph Kramden in an episode of ""The HoneyRooners"", doing his usual observational monologuing. When a condemned prisoner insists on his right to a final request just before execution, he gets Johnny Cash to sing ""99,999 Bottles of Beer on the Wall"". After coming back from another tropical vacation, Reagan opens up a dialog over the Falklands between Thatcher and Galtieri by having them act out a love scene together. Two women ...",M,0,Musician
S7,Ep18,7,18,04/24/1982,1982,Robert Culp,Robert Culp,The Charlie Daniels Band,"The host for the episode is Robert Culp, and the musical guest is The Charlie Daniels Band. The skits for this episode are as follows: Billie Jean King joins Bill Cosby in a new episode of I-Spy. Aging hippies have to face the fact that they're entering the Middle Age of Aquarius. A new production of Annie casts James Brown in the title role. A repeat skit looks at babies in makeup. Additional skits include Party Girl, Uterus, Sunken Submarine and Happy Mayonnaise Palace. The Charlie Daniels Band performs ""The Devil Went Down To Georgia"" and ""Still In Saigon"".",M,0,Actor
S7,Ep19,7,19,05/15/1982,1982,Danny DeVito,Danny DeVito,Sparks,"The host for the episode is Danny DeVito, and the musical guest is Sparks. The skits for this episode are as follows: Andy Kaufman hypes his upcoming wrestling match. For his opening monologue, Danny DeVito invites the rest of the cast from Taxi to take a bow after their show was canceled by ABC without warning. Louis DePalma drives a taxi down to the ABC headquarters and detonates a bomb, bringing down the entire building as revenge for their canceling his show. Doug and Wendy Whiner annoy those around them with their constant whining. For the Weekend Update, Brian ...",M,0,Actor
S7,Ep20,7,20,05/22/1982,1982,Olivia Newton-John,Olivia Newton-John,None,"The host and musical guest for the episode is Olivia Newton-John. The skits for this episode are as follows: An ad for TransEastern Airlines lets travelers know that every TransEastern employee is doing their part to ensure your trip is as miserable as possible. Frank Sinatra joins up with Stevie Wonder for a duet in the style of 'Ebony and Ivory', but the result is marked by Frank's crassness. Tim continues to have more problems in his marriage with Madge the Chimpanzee. Rod Serling presents an episode of The Twilight Zone that looks at the possibility of Hitler ...",F,1,Actor
S8,Ep1,8,1,09/25/1982,1982,Chevy Chase,Chevy Chase,Queen,"The host for the episode is Chevy Chase (his third appearance as host), and the musical guest is Queen. The skits for this episode are as follows: Chevy Chase announces from a TV screen that because of a missed flight, he will have to host the show via satellite from California. He prepares to begin the first skit, but a stagehand accidentally knocks over his TV. For his opening monologue, Chevy speaks from a broken TV at the foot of the stage. Angry young artist and poet Tyrone Green displays his hatred of white people through his art at a gallery packed with white ...",M,0,Comedian
S8,Ep2,8,2,10/02/1982,1982,Louis Gossett Jr,Louis Gossett Jr,George Thorogood & The Destroyers,Know what this is about?,M,0,Actor
S8,Ep3,8,3,10/09/1982,1982,Ron Howard,Ron Howard,The Clash,"Sketches include ""Bureau of Weights and Measures,"" ""Opie's Back,"" ""Velvet Jones Romance Novels,"" ""Whiners Want a Baby,"" a guest performance by Harry Anderson, ""In Search of Francis the Talking Mule"" (film), ""Focus on Film,"" ""Reagan Visits Carter, 1980,"" ""America is Turning Gay,"" ""Sylvester School of Speech Therapy,"" ""Hooker Explanation,"" and ""Nukes Are For Kooks."" The Clash performed ""Straight To Hell"" and ""Should I Stay or Should I Go.""",M,0,Actor
S8,Ep4,8,4,10/23/1982,1982,Howard Hesseman,Howard Hesseman,Men at Work,"Howard Hessmann. Sketches include ""Killing Time,"" ""The Girls of SNL,"" ""John Delorean,"" ""Good Morning America,"" ""Closet Heterosexual,"" ""Marvin and Celeste in the Caribbean,"" ""Naked Corpse Funeral,"" ""Uncle Teddy's Little Theatre,"" and ""The Amazing Ronco Answer Book."" Men at Work performed ""Who Can It Be Now"" and ""Down Under.""",M,0,Actor
S8,Ep5,8,5,10/30/1982,1982,Michael Keaton,Michael Keaton,The New Joe Jackson Band,"The Interesting Four, A Sense of Fear, Thank You, Ron Reagan, Snookie, Bill Smith Cares, Topol The Idiot, Nutty President, Pumpkin were the sketches and ""Steppin Out"" and ""Another World"" Were the musical selections.",M,0,Actor
S8,Ep6,8,6,11/13/1982,1982,Robert Blake,Robert Blake,Kenny Loggins,"The Merv Griffin Show, Space Shuttle, PBS, Tyrone Goes Reggae, Masterful Theatre, Viewer Letter, DTV Were the sketches and ""Heart to Heart, and I Gotta Try"" Were the musical numbers.",M,0,Actor
S8,Ep7,8,7,11/20/1982,1982,Drew Barrymore,Drew Barrymore,Squeeze,"The Web, E.T., Vote For Andy, Whiners, Should Andy Kaufman be allowed on SNL?, Voting So Far, Brain Surgery, Oklahoma, Dressing Room, Vote For Any, My Friend Zeus, single Musical numbers ""Annie Get Your Gun and Pulling Mussels""",F,1,Actor
S8,Ep8,8,8,12/04/1982,1982,Tom & Dick Smothers,Tom & Dick Smothers,Laura Branigan,"Sketches include""The Tonight Show, Thank you, Thank You Ron Reagan, Ledge, Rubbers, If You were a homosexual, who would you find attractive?, truck driving women, TV, Pudge and Solomon, Magic Act, The Inside Story, Handsome Men with big noses."" Musical numbers were ""Gloria and Living a Lie""",M,0,Comedian
S8,Ep9,8,9,12/11/1982,1982,Eddie Murphy,Eddie Murphy,Lionel Richie,"Sketches include ""Rubik's Grenade, Merry Christmas, Dammit!, Clysler-Prymouth, I Came, I Saw, I Came Again, Haram Scarem, Herpes Gone Bananas, Joy of Christmas, A Special Christmas Message."" Musical numbers were ""You Are and Truly""",M,0,Comedian
S8,Ep10,8,10,01/22/1983,1983,Lily Tomlin,Lily Tomlin,None,"Sketches include ""Judith Goes Shopping, Ernestine's House Call, Speaking as a Woman, Natural Resources, Edith Ann and Friends, Pudge and Solomon, Next Week, Tess In The Balcony, Fantasy, The Irish Radio Hour, Coffees of the world and The Web""",F,1,Comedian
S8,Ep11,8,11,01/29/1983,1983,Rick Moranis and Dave Thomas,Rick Moranis and Dave Thomas,The Bus Boys,"Sketches include ""McKenzie Brothers, Whiners, I'll be the Judge of that, Hitchcock Hygiene, Guy talk, Porta-Dish, Hell Bent For Glory, Rent Ed McMahon, Five Minutes to reflect, The Biological watch, Don't HItch-Hike"" Musical numbers were ""The Boys are back in town, and New Shoes.""",M,0,Comedian
S8,Ep12,8,12,02/05/1983,1983,Sid Caesar,Sid Caesar,Joe Cocker & Jennifer Warnes,"Sketches include ""Funeral in a cab, Whiners, Who do you hate? Hotel, Crime and Self-Punishment, Saturday Night News Extra, A Few Minutes with Andy Rooney."" Musical numbers were ""Up Where We Belong and Seven Days"".",M,0,Comedian
S8,Ep13,8,13,02/19/1983,1983,Howard Hesseman,Howard Hesseman,Tom Petty & The Heartbreakers,"Sketches include ""Sleepy Boy 2000, Gas Station, Mad Magazine Theater, West Heaven, The A-Team, Holiday Inn, My Date with Dion, The Laughing Buddha, The Khaddaffi Look."" Musical numbers were ""Change of Heart and The Waiting.""",M,0,Actor
S8,Ep14,8,14,02/26/1983,1983,Beau and Jeff Bridges,Beau and Jeff Bridges,Randy Newman,"Sketches included ""Texxon, Pimple, Rick's Cafe, Cheap Hunt, Battered Husband, Saundra's House of Massage, Guy Crazy."" Musical numbers ""I Love L.A., and Real Emotional Girl.""",M,0,Actor
S8,Ep15,8,15,03/12/1983,1983,Bruce Dern,Bruce Dern,Leon Redbone,"Sketches include ""Buckwheat Jeans, Donny and Marie St. Patrick's Day Special, Special Report, The Home for Disgusting Practices, The Buckwheat Story, Gumbys, Old Jew Beer, Old Negro Beer, Veggie Burgers, Old Chinaman Beer, Jerry Lewis School of Manners, Songwriters."" Musical numbers ""Sweet Sue, When you Wish Upon a star, and I ain't got nobody.""",M,0,Actor
S8,Ep16,8,16,03/19/1983,1983,Robert Guilaume,Robert Guilaume,Duran Duran,"Sketches include ""Buckwheat Dead, Clysler-Preymouth, Motown Upon the Swanee River, Heil Hits, The Mrs. T Birthday Special, I Married a Monkey, Oil is Us, Pudge and Solomon and Wrong Number."" Musical numbers were""Hungry Like The Wolf, Girls on Film.""",M,0,Actor
S8,Ep17,8,17,04/09/1983,1983,Joan Rivers,Joan Rivers,Musical Youth,"Sketches include ""Whiners, The David Susskind Show, The Enquirer, Joan vs. Joan, Oscars, Calvin Klein Jeans, Old Age Home, Club Doolittle, Stand-up, Caribbean Gyno."" Musical number ""Pass the Dutchie, Never Gonna Give You Up.""",F,1,Comedian
S8,Ep18,8,18,04/16/1983,1983,Susan Saint James,Susan Saint James,Michael McDonald,"Sketches include ""The Exercises of Love, Sit on it, Tootsie cosmetics, Texxon, The Ladies Room, Our Generation, Takin' Care of Business, dung in the oval office, killing time, Magic Fish."" Musical numbers include ""If That's What It Takes, I Can't Let Go Now.""",F,1,Actor
S8,Ep19,8,19,05/07/1983,1983,Stevie Wonder,Stevie Wonder,None,"The host and musical guest for this episode is Stevie Wonder. The sequences are: ""VD"", a Kannon AE-1 photo camera ad (its slogan ""so simple, anyone can use it""), Eddie Murphy plays a Stevie Wonder Impersonator, Adolf Hitler writes his own diaries before he takes his own life, a pseudo-biopic of Stevie Wonder, Dion's, Cotton Land and The Hunchback Boy. Wonder performs ""Fingertips"", ""Overjoyed"" and ""Go Home"".",M,0,Musician
